file,source_path,bad_channels.bad_channels,bad_channels.n_bad,bad_channels.rate,epoch_rejection.n_total,epoch_rejection.n_rejected,epoch_rejection.rejection_rate,ica_components.n_components,ica_components.excluded,ica_components.n_excluded,ica_components.exclusion_rate,line_noise_50hz,signal_quality.rms,signal_quality.rms_per_channel_mean,signal_quality.rms_per_channel_std,signal_quality.mean,signal_quality.std,signal_quality.kurtosis,psd.delta,psd.theta,psd.alpha,psd.beta,psd.gamma,snr
sub-0037_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0037/ses-01/eeg/sub-0037_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.0013619376039325471,7.540173774784193e-06,7.0418352041230776e-06,2.6956961089700367e-06,-3.254262372835774e-10,7.54017376776166e-06,28.591468802790295,0.017526376927137013,0.004316295543280092,0.0055661753669760585,0.004390970864956876,0.0013188146271526262,265011545.38218373
sub-0038_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0038/ses-01/eeg/sub-0038_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.011876106046019543,0.000113520318855282,3.6435048776609995e-05,0.00010751441770130622,8.648859196366359e-07,0.00011351702412127842,166.59849540692448,0.362161029868535,0.019198989054462268,0.003871598071432483,0.0009674478587588845,0.0006363071518271685,236300690.38780412
sub-0038_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0038/ses-01/eeg/sub-0038_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,237.16532871738949,2.6402275182049418e-05,1.40831186974692e-05,2.233261969724233e-05,5.5459974879612395e-08,2.6402216933050322e-05,470.5967371520826,0.4022716309896327,0.08415766420946845,0.03948891552504959,0.011102487387998508,0.008776733915102967,766924.6864047261
sub-0039_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0039/ses-01/eeg/sub-0039_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.00021156989450054584,1.58004251580922e-05,1.4078926575482226e-05,7.171977527757133e-06,-4.900216861256439e-09,1.5800424398235248e-05,3.2033833682771746,0.026130977310845703,0.031178729809057896,0.11329207634767148,0.009314311104888172,0.000785408052589865,1545694580.5608387
sub-0039_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0039/ses-01/eeg/sub-0039_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.00021078462081425842,1.2988242661772295e-05,1.1599304992082645e-05,5.843849000592715e-06,-1.605092869173518e-09,1.2988242562593246e-05,22.922128462948343,0.09138522116160112,0.022064836060356197,0.01416119688913295,0.008960768484068588,0.0017454562163339213,1118815352.2473786
sub-0040_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0040/ses-01/eeg/sub-0040_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.06217440892796313,1.3236778505292746e-05,1.0485748821049268e-05,8.078451389966025e-06,1.0300007549128968e-08,1.3236774497891266e-05,1143.742252975398,0.09967382494572821,0.015637631331556177,0.011917845665795736,0.00365610766458994,0.0006819166016025644,1291843877.3969853
sub-0040_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0040/ses-01/eeg/sub-0040_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.0122665949270502,8.919572491168348e-06,8.195406390397349e-06,3.5205237566932306e-06,1.0070112035330708e-09,8.919572434323047e-06,14.489897887706483,0.04019036299914829,0.011531563089083605,0.009085374147606158,0.003212790369459975,0.0009483808082945115,1026918392.5773666
sub-0041_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0041/ses-01/eeg/sub-0041_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.15089788582821997,6.075465516196305e-06,5.6706736749377e-06,2.1805369317805637e-06,2.7387804537060045e-09,6.075464898884041e-06,3.960224042153757,0.02073269692725819,0.007337975924813273,0.00772722324623032,0.0023091142320690572,0.0014856730945512731,355717690.71575457
sub-0041_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0041/ses-01/eeg/sub-0041_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.20852800390476006,5.788782385451767e-06,5.380294838733171e-06,2.1359843057517672e-06,-2.348141608899515e-09,5.788781909205738e-06,21.097100949400843,0.01699468256630208,0.0046330617920541045,0.0029226967001027794,0.0011639830445161878,0.0006426404096292376,344509830.58694106
sub-0042_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0042/ses-01/eeg/sub-0042_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.0013479558623475218,1.6120628566638227e-05,1.4448668312648704e-05,7.149171236903874e-06,2.079526308510036e-09,1.6120628432511024e-05,49.32568691316556,0.042558041666820534,0.007427284842957915,0.03619351418595602,0.005302952168786857,0.0011022667629767924,381995567.5278935
sub-0042_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0042/ses-01/eeg/sub-0042_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.00573851292267864,6.194536692561906e-06,5.84032566572335e-06,2.064674539434463e-06,-1.2845661242725942e-09,6.194536559371143e-06,9.474871137594906,0.014182983763295817,0.005014600399664594,0.0042539209123145195,0.002912905203857306,0.001227874346253005,412670127.88652843
sub-0043_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0043/ses-01/eeg/sub-0043_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.01564304216389213,7.613105586937529e-06,7.29989172106921e-06,2.1612398151349678e-06,-6.080190383774318e-09,7.613103158971663e-06,5.565047523899576,0.012158095158288714,0.0069139657904854525,0.016823846280517273,0.0013825724958862078,0.0004975863369066475,185559443.04225844
sub-0043_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0043/ses-01/eeg/sub-0043_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.02753592266466565,1.094929970845971e-05,9.819039323397867e-06,4.844959326066862e-06,2.9374372885343032e-09,1.0949299314437344e-05,8.62316859331709,0.10331832194473792,0.01792162273415488,0.013806458104232151,0.0012150677792815907,0.0003222480697799954,925904371.4436173
