file,source_path,bad_channels.bad_channels,bad_channels.n_bad,bad_channels.rate,epoch_rejection.n_total,epoch_rejection.n_rejected,epoch_rejection.rejection_rate,ica_components.n_components,ica_components.excluded,ica_components.n_excluded,ica_components.exclusion_rate,line_noise_50hz,signal_quality.rms,signal_quality.rms_per_channel_mean,signal_quality.rms_per_channel_std,signal_quality.mean,signal_quality.std,signal_quality.kurtosis,psd.delta,psd.theta,psd.alpha,psd.beta,psd.gamma,snr,error
sub-0004_ses-01_task-vep_acq-statique_run-OG1_eeg.vhdr,,,,,,,,,,,,,,,,,,,,,,,,,[Errno 2] No such file or directory: '/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0004/ses-01/eeg/baseline_statique_OG1.vmrk'
sub-0004_ses-01_task-vep_acq-statique_run-OG2_eeg.vhdr,,,,,,,,,,,,,,,,,,,,,,,,,[Errno 2] No such file or directory: '/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0004/ses-01/eeg/baseline_statique_OG2.vmrk'
sub-0005_ses-01_task-detection_run-1_eeg.vhdr,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0005/ses-01/eeg/sub-0005_ses-01_task-detection_run-1_eeg.vhdr,,0,0.0,,,,,,,,84.09807300309332,5.894142162607701e-05,5.5553095723935826e-05,1.969631282220615e-05,2.1047675229631615e-05,5.5055304474055276e-05,6.875077073091985,0.07500237193124831,0.017029420870714695,0.019620791155085585,0.004815025244706621,0.002779436033439995,148.46261738652825,
sub-0005_ses-01_task-rest_acq-EC_run-1_eeg.vhdr,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0005/ses-01/eeg/sub-0005_ses-01_task-rest_acq-EC_run-1_eeg.vhdr,,0,0.0,,,,,,,,4.302037837694131,5.4125336972170295e-05,5.1485341961033924e-05,1.6697654491166822e-05,7.043881750960465e-06,5.366503360876121e-05,3.0579335222625623,0.03892197317059034,0.020237622130620393,0.020854349512148953,0.0032252701209394383,0.0010325935407388643,230.698188450709,
sub-0005_ses-01_task-rest_acq-EO_run-1_eeg.vhdr,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0005/ses-01/eeg/sub-0005_ses-01_task-rest_acq-EO_run-1_eeg.vhdr,,0,0.0,,,,,,,,11.795004714162367,6.505247251556884e-05,5.597813060838252e-05,3.314020328814697e-05,-2.973480728355399e-06,6.498447962973113e-05,8.850644192065536,0.028933731764181122,0.007420732724268274,0.015609741686669808,0.002447445201151058,0.0010418405215595547,195.22327219711246,
sub-0005_ses-01_task-vep_acq-cinetique_run-1_eeg.vhdr,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0005/ses-01/eeg/sub-0005_ses-01_task-vep_acq-cinetique_run-1_eeg.vhdr,,0,0.0,,,,,,,,4732.685095343523,0.0001357848330453872,7.548073726544634e-05,0.00011287240223822801,-3.5076361882789115e-06,0.00013573952030832568,335.822306537202,0.25436831645205304,0.04279047856926696,0.0226120715934249,0.00786301667061044,0.003936503885788861,85.58341071014202,
sub-0005_ses-01_task-vep_acq-cinetique_run-2_eeg.vhdr,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0005/ses-01/eeg/sub-0005_ses-01_task-vep_acq-cinetique_run-2_eeg.vhdr,,0,0.0,,,,,,,,273.18230960803163,0.00010020576227757723,8.100051914369071e-05,5.899246301081957e-05,1.6716371621229216e-05,9.880160784851269e-05,216.09270607296017,0.21497728720551637,0.029704575473170198,0.016666562979037063,0.007801885090569686,0.006769266919487504,103.36012932207304,
sub-0005_ses-01_task-vep_acq-fullfield_run-1_eeg.vhdr,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0005/ses-01/eeg/sub-0005_ses-01_task-vep_acq-fullfield_run-1_eeg.vhdr,,0,0.0,,,,,,,,1.7183835532885288,8.119313355681266e-05,7.423046035569202e-05,3.289625650672814e-05,1.6771371600221652e-05,7.944209231523106e-05,47.44229504927047,0.0774401227696809,0.011413000677714912,0.005107706250969165,0.004341378010187334,0.004366358767401999,70.71585744315985,
sub-0007_ses-01_task-detection_eeg.vhdr,,,,,,,,,,,,,,,,,,,,,,,,,[Errno 2] No such file or directory: '/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0007/ses-01/eeg/Baseline_Detection.vmrk'
sub-0007_ses-01_task-detection_run-1_eeg.vhdr,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0007/ses-01/eeg/sub-0007_ses-01_task-detection_run-1_eeg.vhdr,,0,0.0,,,,,,,,0.320483949591918,0.0003804572931164343,8.791404972325726e-05,0.0003701606026399096,1.2267522975315376e-05,0.0003802594637422382,67.77634949712994,2.0138268704072964,0.12316521021432993,0.027751575566697113,0.009641192597560355,0.0058954680987680285,315.0315287043946,
sub-0007_ses-01_task-rest_acq-EC_eeg.vhdr,,,,,,,,,,,,,,,,,,,,,,,,,[Errno 2] No such file or directory: '/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0007/ses-01/eeg/Baseline_restingstate_EC.vmrk'
sub-0007_ses-01_task-rest_acq-EC_run-1_eeg.vhdr,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0007/ses-01/eeg/sub-0007_ses-01_task-rest_acq-EC_run-1_eeg.vhdr,,0,0.0,,,,,,,,8.908493686658723,0.0001184452036355775,7.499748174179339e-05,9.167684547726752e-05,3.334397624257331e-05,0.00011365494055520916,517.5027632980359,0.04612066400884869,0.006118488104476872,0.006267776581720514,0.0017876399139530779,0.0007610777133339756,83.46414623300454,
sub-0007_ses-01_task-rest_acq-EO_eeg.vhdr,,,,,,,,,,,,,,,,,,,,,,,,,[Errno 2] No such file or directory: '/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0007/ses-01/eeg/Baseline_restingstate_EO.vmrk'
sub-0007_ses-01_task-rest_acq-EO_run-1_eeg.vhdr,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0007/ses-01/eeg/sub-0007_ses-01_task-rest_acq-EO_run-1_eeg.vhdr,,0,0.0,,,,,,,,110.93050653521159,6.501083174333332e-05,5.574037237112832e-05,3.3457721558527414e-05,2.9704833075958097e-05,5.782759839289076e-05,238.7480852617253,0.08473966478002579,0.012246383428224364,0.005221796034206748,0.0033908793747390534,0.0033218255306958107,46.53329575904631,
sub-0007_ses-01_task-vep_acq-cinetique_run-1_eeg.vhdr,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0007/ses-01/eeg/sub-0007_ses-01_task-vep_acq-cinetique_run-1_eeg.vhdr,,0,0.0,,,,,,,,38.68993305700679,0.00020677359513983506,0.0001510402974773558,0.00014121667105906544,-3.625142128952259e-06,0.00020674181481160822,107.05526671435011,0.7711430401647849,0.0573945402153031,0.017449646535324416,0.013463387760981271,0.015625398974944794,135.31434634698326,
sub-0007_ses-01_task-vep_acq-cinetique_run-2_eeg.vhdr,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0007/ses-01/eeg/sub-0007_ses-01_task-vep_acq-cinetique_run-2_eeg.vhdr,,0,0.0,,,,,,,,90.5327030005037,0.00037588192754151923,0.00015344544178741643,0.0003431351335071833,2.1862616370598277e-05,0.000375245585527345,61.39330500277305,2.4377405571000326,0.20334367041154658,0.0515183066408925,0.016597460752766233,0.011381194613865858,531.5970719497275,
sub-0007_ses-01_task-vep_acq-fullfield_eeg.vhdr,,,,,,,,,,,,,,,,,,,,,,,,,[Errno 2] No such file or directory: '/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0007/ses-01/eeg/Baseline_VEP_fullfield.vmrk'
sub-0007_ses-01_task-vep_acq-fullfield_run-1_eeg.vhdr,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0007/ses-01/eeg/sub-0007_ses-01_task-vep_acq-fullfield_run-1_eeg.vhdr,,0,0.0,,,,,,,,6.843460750935909,0.0001006043468526207,4.8455846463896876e-05,8.816612472548436e-05,-1.9152364212418056e-05,9.876447514525301e-05,448.29473026455463,0.31274518765538234,0.029406518494005444,0.00831066508199818,0.0027964932126975706,0.0012117783436610286,1297.4603639646843,
sub-0007_ses-01_task-vep_acq-statique_run-OD1_eeg.vhdr,,,,,,,,,,,,,,,,,,,,,,,,,[Errno 2] No such file or directory: '/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/bids/sub-0007/ses-01/eeg/Baseline_statique_OD1.vmrk'
